idx,type,type_name,name,formula,pa,ra,pb,rb,coefs,srcs,saved,editable
10151,4,1/(Tp+1)·g,спрос на элект   из пищев пром,"clip(1·(1·[11242]), 0.1, 1)",1,0,1;0.1,0;0,1,11242,0.0199863,0
10152,4,1/(Tp+1)·g,спрос на элект   из транспорта,"clip(1·(1·[12242]), 0.1, 1)",1,0,1;0.1,0;0,1,12242,0.0398901,0
10153,4,1/(Tp+1)·g,спрос на элект   из проч пром,"clip(1·(1·[13242]), 0.5, 1)",1,0,1;0.5,0;0,1,13242,0.0399035,0
10154,4,1/(Tp+1)·g,поставка элект  на  экспорт,"clip(1·(1·[10161]), 0.1, 1)",1,0,1;0.1,0;0,1,10161,0.05,0
10155,4,1/(Tp+1)·g,спрос на элект  в бюджет,"clip(1·(0.92·[270]), 0.1, 1)",1,0,1;0.1,0;0,0.92,270,0.431009,0
10156,4,1/(Tp+1)·g,спрос на элект  в сф потребл,"clip(1·(1·[286]), 0.02, 1)",1,0,1;0.02,0;0,1,286,0.122946,0
10157,1,Σ,возврат долгов от потребителей исходн сырья,1·[1404] + 1·[2404] + 1·[3404] + 1·[4404] + 1·[5404] + 1·[6404] + 1·[7404] + 1·[8404] + 1·[9404] + 1·[10404] + 1·[11404] + 1·[12404] + 1·[13404],,,,,1;1;1;1;1;1;1;1;1;1;1;1;1,1404;2404;3404;4404;5404;6404;7404;8404;9404;10404;11404;12404;13404,0,0
10158,1,Σ,возврат долгов через заем в банке оборотнго кредита потребителями исходн сырья,1·[1414] + 1·[2414] + 1·[3414] + 1·[4414] + 1·[5414] + 1·[6414] + 1·[7414] + 1·[8414] + 1·[9414] + 1·[10414] + 1·[11414] + 1·[12414] + 1·[13414],,,,,1;1;1;1;1;1;1;1;1;1;1;1;1,1414;2414;3414;4414;5414;6414;7414;8414;9414;10414;11414;12414;13414,0,0
10160,2,уставка·Σ,экспортная цена в дол,1·(65·1),1,10160,,,65,const,0,1
10161,7,min,заявка на экспорт в секторе сырья,"min([10171], [10163], [10162])",0;0;0,10171;10163;10162,,,,,0,0
10162,15,ключ,ограничение экспортаот низкой цены экспорта,(-1·1 + 1·[10164]) > 0 ? [1] : 0,,,0,1,-1;1,const;10164,0,0
10163,2,уставка·Σ,квота экспорта на сырье,50·(0.01·1),50,10163,,,0.01,const,0,1
10164,13,Σ/Π,доля экспорта сырья,(0.5·[10165]) / [10039]·[10166],,,0;0,10039;10166,0.5,10165,0,0
10165,9,Π,цена экспорта сырья в рубл,[10160]·[501],0;0,10160;501,,,,,0,0
10166,1,Σ,таможенный тариф на эл - эн,1·1 + 1·[335],,,,,1;1,const;335,0,0
10167,10,Σ·[ref],экспортная выручка в рублевом выражении,(1.333·[10170])·[501],0,501,,,1.333,10170,0,0
10168,9,Π,объем уплаты тарифа,[10169]·[335],0;0,10169;335,,,,,0,0
10169,9,Π,экспортная выручка в долл,[10160]·[10134],0;0,10160;10134,,,,,0,0
10170,10,Σ·[ref],предлож долл от экспортной выручки на бирже,(1.25·[10176])·[530],0,530,,,1.25,10176,0,0
10171,2,уставка·Σ,,5·(0.01·1),5,10171,,,0.01,const,0,1
10173,1,Σ,остаток экспортн выр в дол после продажи необх доли выручки на бирже,1.25·[10176] + -1·[10170],,,,,1.25;-1,10176;10170,0,0
10174,5,∫ с пределами,дол накопления в секторе,"∫(1·[10173] + -1·[10199]) dt, x0=1, pa1=0, hi=1e+06",1;0,0;0,1e+06,0,1;-1,10173;10199,183.881,0
10175,9,Π,дол из чистой прибыли на закупку Фа,[10015]·[527],0;0,10015;527,,,,,0,0
10176,1,Σ,экспортн выр после уплаты таможенных сборов,1·[10169] + -1·[10168],,,,,1;-1,10169;10168,0,0
10197,9,Π,расх на импортн Фа  в рублевом выражении,[10199]·[501],0;0,10199;501,,,,,0,0
10198,2,уставка·Σ,степень интенс расхода накопления инвалюты для импорта Фа,0.4·(1·[10174]),0.4,10198,,,1,10174,0,1
10199,15,ключ,вкл инвал накоплений для импорта Фа,(1·[10075] + -10·[10015]) > 0 ? [10198] : 0,,,0,10198,1;-10,10075;10015,0,0
10200,1,Σ,суммарные рубли за куплен импортн Фа,1·[10175] + 1·[10197],,,,,1;1,10175;10197,0,0
10201,2,уставка·Σ,К импорта в сектор,0·(0.01·1),0,10201,,,0.01,const,0,1
10202,9,Π,спрос сектора на валюту для импорта сырья,[10007]·[10201]·[410]·[470],0;0;0;0,10007;10201;410;470,,,,,0,0
10203,14,clip Σ,степень наличия исходн импортного сырья для производства,"clip(10·[10204], 0, 1)",0,0,1,0,10,10204,0,0
10204,5,∫ с пределами,накоплено импортного сырья в секторе,"∫(1·[10209] + -1·[10210]) dt, x0=1, pa1=0.01, hi=1e+07",1;0.01,0;0,1e+07,0,1;-1,10209;10210,2,0
10205,9,Π,заявка на дол для сырья с учетом фин возможностей,[10202]·[10059],0;0,10202;10059,,,,,0,0
10206,7,min,реадьно полученные дол для импорта сырья,"min([10207], [10202])",0;0,10207;10202,,,,,0,0
10207,9,Π,степень удовлетворения в дол для закупки сырья,[527]·[10205],0;0,527;10205,,,,,0,0
10208,9,Π,поток тарифа в бюджет за импорт сырья,[10206]·[450],0;0,10206;450,,,,,0,0
10209,13,Σ/Π,поток закупленного импортного сырья,(1·[10206] + -1·[10208]) / [410],,,0,410,1;-1,10206;10208,0,0
10210,9,Π,поток расхода импортного сырья,[10201]·[10007],0;0,10201;10007,,,,,0,0
10211,2,уставка·Σ,К сырья в сектор,0.02·(1·1),0.02,10211,,,1,const,0,1
10212,11,Π/Π,спрос сектора на исходный продукт,[10011]·[10211]·[10471] / [10219]·[10219]·[10219],0;0;0,10011;10211;10471,0;0;0,10219;10219;10219,,,0,0
10213,14,clip Σ,степень наличия исходн продуктов для производства,"clip(5·[10214], 0, 1)",0,0,1,0,5,10214,0,0
10214,11,Π/Π,степень наличия исходных продуктов,[10219] / [10004],0,10219,0,10004,,,0,0
10215,5,∫ с пределами,сумма долга поставщику исх прод,"∫(1·[10218] + -1·[10401] + -1·[10411]) dt, x0=1, pa1=0, hi=1e+07",1;0,0;0,1e+07,0,1;-1;-1,10218;10401;10411,0,0
10216,1,Σ,реалбные текущие мат затраты на оплату конкретн исх прод,1·[10217] + -1·[10218],,,,,1;-1,10217;10218,0,0
10217,9,Π,требуемые текущие мат затраты по конкретн поставке,[10292]·[1039],0;0,10292;1039,,,,,0,0
10218,9,Π,степень недостаточности финансовых средств,[10217]·[10060],0;0,10217;10060,,,,,0,0
10219,5,∫ с пределами,склад исходной продукции,"∫(-1·[10220] + 1·[10292]) dt, x0=50, pa1=0.001, hi=1e+06",50;0.001,0;0,1e+06,0,-1;1,10220;10292,0.999993,0
10220,9,Π,поток расходов исходного продукта,[10211]·[10007],0;0,10211;10007,,,,,0,0
10221,2,уставка·Σ,К угля в сектор,0.2·(1·1),0.2,10221,,,1,const,0,1
10222,11,Π/Π,спрос сектора на исходный продукт,[10011]·[10221]·[10472] / [10229]·[10229]·[10229],0;0;0,10011;10221;10472,0;0;0,10229;10229;10229,,,0,0
10223,14,clip Σ,степень наличия исходн продуктов для производства,"clip(5·[10224], 0, 1)",0,0,1,0,5,10224,0,0
10224,11,Π/Π,степень наличия исходных продуктов,[10229] / [10004],0,10229,0,10004,,,0,0
10225,5,∫ с пределами,сумма долга поставщику исх прод,"∫(1·[10228] + -1·[10402] + -1·[10412]) dt, x0=1, pa1=0, hi=1e+07",1;0,0;0,1e+07,0,1;-1;-1,10228;10402;10412,0,0
10226,1,Σ,реалбные текущие мат затраты на оплату конкретн исх прод,1·[10227] + -1·[10228],,,,,1;-1,10227;10228,0,0
10227,9,Π,требуемые текущие мат затраты по конкретн поставке,[10293]·[7039],0;0,10293;7039,,,,,0,0
10228,9,Π,степень недостаточности финансовых средств,[10227]·[10060],0;0,10227;10060,,,,,0,0
10229,5,∫ с пределами,склад исходной продукции,"∫(-1·[10230] + 1·[10293]) dt, x0=50, pa1=0.001, hi=1e+06",50;0.001,0;0,1e+06,0,-1;1,10230;10293,0.999973,0
10230,9,Π,поток расходов исходного продукта,[10221]·[10007],0;0,10221;10007,,,,,0,0
10231,2,уставка·Σ,К газа в сектор,0.2·(1·1),0.2,10231,,,1,const,0,1
10232,12,Π/Σ,спрос сектора на исходный продукт,[10011]·[10231]·[10473] / (0.001·1 + 1·[10234]),0;0;0,10011;10231;10473,,,0.001;1,const;10234,0,0
10233,14,clip Σ,степень наличия исходн продуктов для производства,"clip(5·[10234], 0, 1)",0,0,1,0,5,10234,0,0
10234,4,1/(Tp+1)·g,степень наличия исходных продуктов,"clip(1·(1·[10239]), 0.1, 1)",1,0,1;0.1,0;0,1,10239,0.999482,0
10235,5,∫ с пределами,сумма долга поставщику исх прод,"∫(1·[10238] + -1·[10403] + -1·[10413]) dt, x0=1, pa1=0, hi=1e+07",1;0,0;0,1e+07,0,1;-1;-1,10238;10403;10413,0,0
10236,1,Σ,реалбные текущие мат затраты на оплату конкретн исх прод,1·[10237] + -1·[10238],,,,,1;-1,10237;10238,0,0
10237,9,Π,требуемые текущие мат затраты по конкретн поставке,[10294]·[9039],0;0,10294;9039,,,,,0,0
10238,9,Π,степень недостаточности финансовых средств,[10237]·[10060],0;0,10237;10060,,,,,0,0
10239,12,Π/Σ,склад исходной продукции,[10294] / (1e-07·1 + 1·[10240]),0,10294,,,1e-07;1,const;10240,0,0
10240,9,Π,поток расходов исходного продукта,[10231]·[10007],0;0,10231;10007,,,,,0,0
10241,2,уставка·Σ,К электрич сектор,0·(1·1),0,10241,,,1,const,0,1
10242,12,Π/Σ,спрос сектора на исходный продукт,[10011]·[10241]·[10474] / (0.001·1 + 1·[10244]),0;0;0,10011;10241;10474,,,0.001;1,const;10244,0,0
10243,14,clip Σ,степень наличия исходн продуктов для производства,"clip(5·[10244], 0, 1)",0,0,1,0,5,10244,0,0
10244,4,1/(Tp+1)·g,степень наличия исходных продуктов,"clip(1·(1·[10249]), 0.1, 1)",1,0,1;0.1,0;0,1,10249,8.40779e-45,0
10245,5,∫ с пределами,сумма долга поставщику исх прод,"∫(1·[10248] + -1·[10404] + -1·[10414]) dt, x0=1, pa1=0, hi=1e+07",1;0,0;0,1e+07,0,1;-1;-1,10248;10404;10414,0,0
10246,1,Σ,реалбные текущие мат затраты на оплату конкретн исх прод,1·[10247] + -1·[10248],,,,,1;-1,10247;10248,0,0
10247,9,Π,требуемые текущие мат затраты по конкретн поставке,[10295]·[10039],0;0,10295;10039,,,,,0,0
10248,9,Π,степень недостаточности финансовых средств,[10247]·[10060],0;0,10247;10060,,,,,0,0
10249,12,Π/Σ,склад исходной продукции,[10295] / (1e-07·1 + 1·[10250]),0,10295,,,1e-07;1,const;10250,0,0
10250,9,Π,8оток расходов исходного продукта,[10241]·[10007],0;0,10241;10007,,,,,0,0
10251,2,уставка·Σ,К нефти в сектор,0.15·(1·1),0.15,10251,,,1,const,0,1
10252,11,Π/Π,спрос сектора на исходный продукт,[10011]·[10251]·[10475] / [10259]·[10259]·[10259],0;0;0,10011;10251;10475,0;0;0,10259;10259;10259,,,0,0
10253,14,clip Σ,степень наличия исходн продуктов для производства,"clip(5·[10254], 0, 1)",0,0,1,0,5,10254,0,0
10254,11,Π/Π,степень наличия исходных продуктов,[10259] / [10004],0,10259,0,10004,,,0,0
10255,5,∫ с пределами,сумма долга поставщику исх прод,"∫(1·[10258] + -1·[10405] + -1·[10415]) dt, x0=1, pa1=0, hi=1e+07",1;0,0;0,1e+07,0,1;-1;-1,10258;10405;10415,0,0
10256,1,Σ,реалбные текущие мат затраты на оплату конкретн исх прод,1·[10257] + -1·[10258],,,,,1;-1,10257;10258,0,0
10257,9,Π,требуемые текущие мат затраты по конкретн поставке,[10296]·[8039],0;0,10296;8039,,,,,0,0
10258,9,Π,степень недостаточности финансовых средств,[10257]·[10060],0;0,10257;10060,,,,,0,0
10259,5,∫ с пределами,склад исходной продукции,"∫(-1·[10260] + 1·[10296]) dt, x0=50, pa1=0.001, hi=1e+06",50;0.001,0;0,1e+06,0,-1;1,10260;10296,0.999986,0
10260,9,Π,поток расходов исходного продукта,[10251]·[10007],0;0,10251;10007,,,,,0,0
10261,2,уставка·Σ,К прочих в сектор,0·(1·1),0,10261,,,1,const,0,1
10262,11,Π/Π,спрос сектора на исходный продукт,[10011]·[10261]·[10476] / [10269]·[10269]·[10269],0;0;0,10011;10261;10476,0;0;0,10269;10269;10269,,,0,0
10263,14,clip Σ,степень наличия исходн продуктов для производства,"clip(5·[10264], 0, 1)",0,0,1,0,5,10264,0,0
10264,11,Π/Π,степень наличия исходных продуктов,[10269] / [10004],0,10269,0,10004,,,0,0
10265,5,∫ с пределами,сумма долга поставщику исх прод,"∫(1·[10268] + -1·[10406] + -1·[10416]) dt, x0=1, pa1=0, hi=1e+07",1;0,0;0,1e+07,0,1;-1;-1,10268;10406;10416,0,0
10266,1,Σ,реалбные текущие мат затраты на оплату конкретн исх прод,1·[10267] + -1·[10268],,,,,1;-1,10267;10268,0,0
10267,9,Π,требуемые текущие мат затраты по конкретн поставке,[10297]·[13039],0;0,10297;13039,,,,,0,0
10268,9,Π,степень недостаточности финансовых средств,[10267]·[10060],0;0,10267;10060,,,,,0,0
10269,5,∫ с пределами,склад исходной продукции,"∫(-1·[10270] + 1·[10297]) dt, x0=50, pa1=0.001, hi=1e+06",50;0.001,0;0,1e+06,0,-1;1,10270;10297,1.2,0
10270,9,Π,поток расходов исходного продукта,[10261]·[10007],0;0,10261;10007,,,,,0,0
10271,2,уставка·Σ,К трансп в сектор,0·(1·1),0,10271,,,1,const,0,1
10272,12,Π/Σ,спрос сектора на исходный продукт,[10011]·[10271]·[10477] / (0.001·1 + 1·[10274]),0;0;0,10011;10271;10477,,,0.001;1,const;10274,0,0
10273,14,clip Σ,степень наличия исходн продуктов для производства,"clip(5·[10274], 0, 1)",0,0,1,0,5,10274,0,0
10274,4,1/(Tp+1)·g,степень наличия исходных продуктов,"clip(1·(1·[10279]), 0.1, 1)",1,0,1;0.1,0;0,1,10279,8.40779e-45,0
10275,5,∫ с пределами,сумма долга поставщику исх прод,"∫(1·[10278] + -1·[10407] + -1·[10417]) dt, x0=1, pa1=0, hi=1e+07",1;0,0;0,1e+07,0,1;-1;-1,10278;10407;10417,0,0
10276,1,Σ,реалбные текущие мат затраты на оплату конкретн исх прод,1·[10277] + -1·[10278],,,,,1;-1,10277;10278,0,0
10277,9,Π,требуемые текущие мат затраты по конкретн поставке,[10298]·[12039],0;0,10298;12039,,,,,0,0
10278,9,Π,степень недостаточности финансовых средств,[10277]·[10060],0;0,10277;10060,,,,,0,0
10279,12,Π/Σ,склад исходной продукции,[10298] / (1e-07·1 + 1·[10280]),0,10298,,,1e-07;1,const;10280,0,0
10280,9,Π,поток расходов исходного продукта,[10271]·[10007],0;0,10271;10007,,,,,0,0
10285,2,уставка·Σ,,0·(1·1),0,10285,,,1,const,0,1
10290,2,уставка·Σ,,0.01·(1·1),0.01,0,,,1,const,0,0
10292,1,Σ,,1·[1130],,,,,1,1130,0,0
10293,1,Σ,,1·[7130],,,,,1,7130,0,0
10294,1,Σ,,1·[9130],,,,,1,9130,0,0
10295,1,Σ,,1·[10130],,,,,1,10130,0,0
10296,1,Σ,,1·[8130],,,,,1,8130,0,0
10297,1,Σ,,1·[13130],,,,,1,13130,0,0
10298,1,Σ,,1·[12130],,,,,1,12130,0,0
10299,2,уставка·Σ,максим уровень долга поставщику сырья при котором еще возможна поставка сырья,10·(1·1),10,10299,,,1,const,0,1
10301,14,clip Σ,формир отключ поставок сырья при длительной их неоплате,"clip(1·[10217], 0.0001, 1e+07)",0.0001,0,1e+07,0,1,10217,0,0
10302,11,Π/Π,формир отключ поставок сырья при длительной их неоплате,[10215] / [10301],0,10215,0,10301,,,0,0
10303,15,ключ,формир отключ поставок сырья при длительной их неоплате,(-1·[10302] + 1·[1400]) > 0 ? [1] : 0,,,0,1,-1;1,10302;1400,0,0
10306,14,clip Σ,формир отключ поставок сырья при длительной их неоплате,"clip(1·[1227], 0.0001, 1e+07)",0.0001,0,1e+07,0,1,1227,0,0
10307,11,Π/Π,формир отключ поставок сырья при длительной их неоплате,[10225] / [10306],0,10225,0,10306,,,0,0
10308,15,ключ,формир отключ поставок сырья при длительной их неоплате,(-1·[10307] + 1·[7400]) > 0 ? [1] : 0,,,0,1,-1;1,10307;7400,0,0
10311,14,clip Σ,формир отключ поставок сырья при длительной их неоплате,"clip(1·[1237], 0.0001, 1e+07)",0.0001,0,1e+07,0,1,1237,0,0
10312,11,Π/Π,формир отключ поставок сырья при длительной их неоплате,[10235] / [10311],0,10235,0,10311,,,0,0
10313,15,ключ,формир отключ поставок сырья при длительной их неоплате,(-1·[10312] + 1·[9400]) > 0 ? [1] : 0,,,0,1,-1;1,10312;9400,0,0
10316,14,clip Σ,формир отключ поставок сырья при длительной их неоплате,"clip(1·[1247], 0.0001, 1e+07)",0.0001,0,1e+07,0,1,1247,0,0
10317,11,Π/Π,формир отключ поставок сырья при длительной их неоплате,[10245] / [10316],0,10245,0,10316,,,0,0
10318,15,ключ,формир отключ поставок сырья при длительной их неоплате,(-1·[10317] + 1·[10400]) > 0 ? [1] : 0,,,0,1,-1;1,10317;10400,0,0
10321,14,clip Σ,формир отключ поставок сырья при длительной их неоплате,"clip(1·[1257], 0.0001, 1e+07)",0.0001,0,1e+07,0,1,1257,0,0
10322,11,Π/Π,формир отключ поставок сырья при длительной их неоплате,[10255] / [10321],0,10255,0,10321,,,0,0
10323,15,ключ,формир отключ поставок сырья при длительной их неоплате,(-1·[10322] + 1·[8400]) > 0 ? [1] : 0,,,0,1,-1;1,10322;8400,0,0
10326,14,clip Σ,формир отключ поставок сырья при длительной их неоплате,"clip(1·[1267], 0.0001, 1e+07)",0.0001,0,1e+07,0,1,1267,0,0
10327,11,Π/Π,формир отключ поставок сырья при длительной их неоплате,[10265] / [10326],0,10265,0,10326,,,0,0
10328,15,ключ,формир отключ поставок сырья при длительной их неоплате,(-1·[10327] + 1·[13400]) > 0 ? [1] : 0,,,0,1,-1;1,10327;13400,0,0
10331,14,clip Σ,формир отключ поставок сырья при длительной их неоплате,"clip(1·[1277], 0.0001, 1e+07)",0.0001,0,1e+07,0,1,1277,0,0
10332,11,Π/Π,формир отключ поставок сырья при длительной их неоплате,[10275] / [10331],0,10275,0,10331,,,0,0
10333,15,ключ,формир отключ поставок сырья при длительной их неоплате,(-1·[10332] + 1·[12400]) > 0 ? [1] : 0,,,0,1,-1;1,10332;12400,0,0
10362,14,clip Σ,подключение депозитов для погашения долгов поставщикам сырья,"clip(-1·1 + 1·[10410], 0, 1e+06)",0,0,1e+06,0,-1;1,const;10410,0,0
10363,2,уставка·Σ,предельная величина максим долга при котором прекращаются инвестиц расходы,5·(1·1),5,10363,,,1,const,0,1
10364,8,max,выбор максимального долга за сырье,"max([10215], [10225], [10235], [10245], [10255], [10265], [10275], [10285])",0;0;0;0;0;0;0;0,10215;10225;10235;10245;10255;10265;10275;10285,,,,,0,0
10365,15,ключ,выключение инвестиций при необходимости платить долги поставщикам сырья,(1·[10363] + -1·[10364]) > 0 ? [10065] : 0,,,0,10065,1;-1,10363;10364,0,0
10366,15,ключ,выключ инвестиций в оплату долгов поставщикам сырья,(-1·[10363] + 1·[10364]) > 0 ? [10065] : 0,,,0,10065,-1;1,10363;10364,0,0
10367,1,Σ,поток денег из депозита и инвестиций для погашения долга поставщикам сырья,1·[10366] + 1·[10086],,,,,1;1,10366;10086,0,0
10400,2,уставка·Σ,предельная величина неоплаты поставок сырья при которой еще сохраняется поставка,1·(1·1),1,10400,,,1,const,0,1
10401,11,Π/Π,возврат долга за поставку сырья из прибыли,[10215]·[10117] / [10410],0;0,10215;10117,0,10410,,,0,0
10402,11,Π/Π,возврат долга за поставку сырья из прибыли,[10225]·[10117] / [10410],0;0,10225;10117,0,10410,,,0,0
10403,11,Π/Π,возврат долга за поставку сырья из прибыли,[10235]·[10117] / [10410],0;0,10235;10117,0,10410,,,0,0
10404,11,Π/Π,возврат долга за поставку сырья из прибыли,[10245]·[10117] / [10410],0;0,10245;10117,0,10410,,,0,0
10405,11,Π/Π,возврат долга за поставку сырья из прибыли,[10255]·[10117] / [10410],0;0,10255;10117,0,10410,,,0,0
10406,11,Π/Π,возврат долга за поставку сырья из прибыли,[10265]·[10117] / [10410],0;0,10265;10117,0,10410,,,0,0
10407,11,Π/Π,возврат долга за поставку сырья из прибыли,[10275]·[10117] / [10410],0;0,10275;10117,0,10410,,,0,0
10410,14,clip Σ,сумма всех долгов за поставку сырья,"clip(1·[10215] + 1·[10225] + 1·[10235] + 1·[10245] + 1·[10255] + 1·[10265] + 1·[10275], 0.001, 1e+08)",0.001,0,1e+08,0,1;1;1;1;1;1;1,10215;10225;10235;10245;10255;10265;10275,0,0
10411,11,Π/Π,возврат долга за поставку сырья из прибыли,[10421]·[10441] / [10420],0;0,10421;10441,0,10420,,,0,0
10412,11,Π/Π,возврат долга за поставку сырья из прибыли,[10422]·[10441] / [10420],0;0,10422;10441,0,10420,,,0,0
10413,11,Π/Π,возврат долга за поставку сырья из прибыли,[10423]·[10441] / [10420],0;0,10423;10441,0,10420,,,0,0
10414,11,Π/Π,возврат долга за поставку сырья из прибыли,[10424]·[10441] / [10420],0;0,10424;10441,0,10420,,,0,0
10415,11,Π/Π,возврат долга за поставку сырья из прибыли,[10425]·[10441] / [10420],0;0,10425;10441,0,10420,,,0,0
10416,11,Π/Π,возврат долга за поставку сырья из прибыли,[10426]·[10441] / [10420],0;0,10426;10441,0,10420,,,0,0
10417,11,Π/Π,возврат долга за поставку сырья из прибыли,[10427]·[10441] / [10420],0;0,10427;10441,0,10420,,,0,0
10420,14,clip Σ,сумма всех долгов за поставку сырья,"clip(1·[10421] + 1·[10422] + 1·[10423] + 1·[10424] + 1·[10425] + 1·[10426] + 1·[10427], 0.001, 1e+08)",0.001,0,1e+08,0,1;1;1;1;1;1;1,10421;10422;10423;10424;10425;10426;10427,0,0
10421,14,clip Σ,потребность в оборотном кредите,"clip(1·[10215] + -1·[1299], 0, 1e+06)",0,0,1e+06,0,1;-1,10215;1299,0,0
10422,14,clip Σ,потребность в оборотном кредите,"clip(1·[10225] + -1·[7299], 0, 1e+06)",0,0,1e+06,0,1;-1,10225;7299,0,0
10423,14,clip Σ,потребность в оборотном кредите,"clip(1·[10235] + -1·[9299], 0, 1e+06)",0,0,1e+06,0,1;-1,10235;9299,0,0
10424,14,clip Σ,потребность в оборотном кредите,"clip(1·[10245] + -1·[10299], 0, 1e+06)",0,0,1e+06,0,1;-1,10245;10299,0,0
10425,14,clip Σ,потребность в оборотном кредите,"clip(1·[10255] + -1·[8299], 0, 1e+06)",0,0,1e+06,0,1;-1,10255;8299,0,0
10426,14,clip Σ,потребность в оборотном кредите,"clip(1·[10265] + -1·[13299], 0, 1e+06)",0,0,1e+06,0,1;-1,10265;13299,0,0
10427,14,clip Σ,потребность в оборотном кредите,"clip(1·[10275] + -1·[12299], 0, 1e+06)",0,0,1e+06,0,1;-1,10275;12299,0,0
10441,7,min,поток кредита из банка,"min([10452], [10445])",0;0,10452;10445,,,,,0,0
10442,5,∫ с пределами,текущий кредитный долг банку,"∫(1·[10441] + -1·[1097] + 1·[10443]) dt, x0=1, pa1=0, hi=1e+07",1;0,0;0,1e+07,0,1;-1;1,10441;1097;10443,0,0
10443,9,Π,поток процентов за выданный оборотный кредит,[10442]·[47],0;0,10442;47,,,,,0,0
10444,14,clip Σ,сигнал о возможности кредитования банком оборотных средств,"clip(-0.1·[10442] + 0.1·[10448], 0, 1)",0,0,1,0,-0.1;0.1,10442;10448,0,0
10445,9,Π,поток кредита оборотных средств выдаваемых банком,[10452]·[10444]·[10446],0;0;0,10452;10444;10446,,,,,0,0
10446,14,clip Σ,сигнал о том что норма прибыли больше ставки кредита,"clip(1·[10450], 0, 1)",0,0,1,0,1,10450,0,0
10447,1,Σ,формирование сигнала о возможности кредитования,1·1 + 1·[10450],,,,,1;1,const;10450,0,0
10448,9,Π,формиросание сигнала о возможности кредитования,[10449]·[10447],0;0,10449;10447,,,,,0,0
10449,2,уставка·Σ,коэф ликвидности основных фондов для возможности банковского кредитования,0.1·(0.1·[10063]),0.1,10449,,,0.1,10063,0,1
10450,2,уставка·Σ,учет превышения нормы проб над ставкой кредита для эффективности кредитования,3·(1·[10451]),3,0,,,1,10451,0,0
10451,11,Π/Π,превышение нормы прибыли стаки кркдита,[10058] / [47],0,10058,0,47,,,0,0
10452,9,Π,потребность в оборотном кредите,[10420]·[199],0;0,10420;199,,,,,0,0
10461,9,Π,сигнал о прекращении поставок сырья при неоплате ранее поставленного,[88]·[10303],0;0,88;10303,,,,,0,0
10462,9,Π,сигнал о прекращении поставок сырья при неоплате ранее поставленного,[88]·[10308],0;0,88;10308,,,,,0,0
10463,9,Π,сигнал о прекращении поставок сырья при неоплате ранее поставленного,[88]·[10313],0;0,88;10313,,,,,0,0
10464,9,Π,сигнал о прекращении поставок сырья при неоплате ранее поставленного,[88]·[10318],0;0,88;10318,,,,,0,0
10465,9,Π,сигнал о прекращении поставок сырья при неоплате ранее поставленного,[88]·[10323],0;0,88;10323,,,,,0,0
10466,9,Π,сигнал о прекращении поставок сырья при неоплате ранее поставленного,[88]·[10328],0;0,88;10328,,,,,0,0
10467,9,Π,сигнал о прекращении поставок сырья при неоплате ранее поставленного,[88]·[10333],0;0,88;10333,,,,,0,0
10471,1,Σ,включ сигнала о небходимости прекращения поставок сырья при отсутств их оплаты,1·[10461] + 1·[189],,,,,1;1,10461;189,0,0
10472,1,Σ,включ сигнала о небходимости прекращения поставок сырья при отсутств их оплаты,1·[10462] + 1·[189],,,,,1;1,10462;189,0,0
10473,1,Σ,включ сигнала о небходимости прекращения поставок сырья при отсутств их оплаты,1·[10463] + 1·[189],,,,,1;1,10463;189,0,0
10474,1,Σ,включ сигнала о небходимости прекращения поставок сырья при отсутств их оплаты,1·[10464] + 1·[189],,,,,1;1,10464;189,0,0
10475,1,Σ,включ сигнала о небходимости прекращения поставок сырья при отсутств их оплаты,1·[10465] + 1·[189],,,,,1;1,10465;189,0,0
10476,1,Σ,включ сигнала о небходимости прекращения поставок сырья при отсутств их оплаты,1·[10466] + 1·[189],,,,,1;1,10466;189,0,0
10477,1,Σ,включ сигнала о небходимости прекращения поставок сырья при отсутств их оплаты,1·[10467] + 1·[189],,,,,1;1,10467;189,0,0
10802,2,уставка·Σ,доход,1·(0.1405·[10026]),1,10802,,,0.1405,10026,0,1
10803,9,Π,сумма подоходн налога из соц группы,[10804]·[10811],0;0,10804;10811,,,,,0,0
10804,9,Π,масса подоходного налога,[10802]·[22],0;0,10802;22,,,,,0,0
10805,4,1/(Tp+1)·g,чистый доход,"clip(1·(1·[10802] + -1·[10806] + -1·[10804]), 0.1, 1)",1,0,1;0.1,0;0,1;-1;-1,10802;10806;10804,22.7985,0
10806,9,Π,другие платежи,[10802]·[21],0;0,10802;21,,,,,0,0
10807,9,Π,другие платежи,[10806]·[10811],0;0,10806;10811,,,,,0,0
10808,9,Π,спрос соц группы на услуги,[10874]·[10811],0;0,10874;10811,,,,,0,0
10809,9,Π,спрос на ТНП в социальной группе,[10860]·[10811],0;0,10860;10811,,,,,0,0
10810,9,Π,спрос на стоящ жилье в соц группе,[10844]·[10811],0;0,10844;10811,,,,,0,0
10811,2,уставка·Σ,количество человек в соц группе,1·(1·[10012]),1,10811,,,1,10012,0,1
10812,9,Π,формир фин возмож,[10828]·[10828],0;0,10828;10828,,,,,0,0
10814,10,Σ·[ref],формир финан возм,(2.3·[10812])·[10815],0,10815,,,2.3,10812,0,0
